CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Salary,City,CIBIL,Risk
greater_200,46,prior_payments_delayed,furniture,2546,500_to_1000,greater_7,4,male,guarantor,2,savings_insurance,36,stores,free,1,unskilled,1,yes,yes,4274,Non-Metro,748,Risk
less_0,12,prior_payments_delayed,furniture,997,500_to_1000,4_to_7,3,male,none,2,car_other,32,none,rent,1,skilled,1,none,yes,7990,Metro,800,No Risk
less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,3,real_estate,22,stores,own,1,skilled,1,none,yes,7336,Metro,858,No Risk
less_0,16,credits_paid_to_date,vacation,3529,less_100,4_to_7,2,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,7351,Metro,886,No Risk
0_to_200,4,no_credits,repairs,1464,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,7945,Non-Metro,700,No Risk
no_checking,43,outstanding_credit,other,6949,unknown,greater_7,5,male,co-applicant,4,car_other,57,none,free,3,management_self-employed,2,yes,yes,4274,Non-Metro,740,Risk
less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,5070,Non-Metro,879,No Risk
0_to_200,24,all_credits_paid_back,appliances,3822,500_to_1000,4_to_7,4,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,6726,Non-Metro,707,No Risk
no_checking,32,outstanding_credit,repairs,6954,500_to_1000,greater_7,4,male,co-applicant,3,unknown,56,none,free,2,skilled,1,yes,yes,3748,Non-Metro,729,Risk
no_checking,26,outstanding_credit,vacation,7203,unknown,greater_7,5,female,co-applicant,5,unknown,60,none,free,3,management_self-employed,2,yes,yes,4111,Non-Metro,720,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,5901,Non-Metro,856,No Risk
no_checking,37,prior_payments_delayed,repairs,7928,500_to_1000,greater_7,4,male,co-applicant,5,unknown,50,none,free,2,management_self-employed,2,yes,yes,4385,Non-Metro,853,Risk
greater_200,28,prior_payments_delayed,radio_tv,3078,100_to_500,4_to_7,3,female,co-applicant,4,savings_insurance,33,none,own,2,skilled,1,none,yes,5841,Metro,849,No Risk
no_checking,49,prior_payments_delayed,repairs,5595,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,42,none,own,2,skilled,1,yes,yes,3477,Non-Metro,831,Risk
greater_200,23,credits_paid_to_date,car_new,294,500_to_1000,less_1,3,male,none,4,savings_insurance,33,bank,rent,1,unskilled,1,none,yes,6446,Metro,896,No Risk
less_0,22,credits_paid_to_date,retraining,2683,less_100,less_1,3,female,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,6256,Non-Metro,702,No Risk
no_checking,8,credits_paid_to_date,education,1903,100_to_500,4_to_7,2,male,none,3,savings_insurance,38,none,own,1,skilled,1,yes,yes,3662,Non-Metro,740,Risk
less_0,16,credits_paid_to_date,car_new,705,less_100,unemployed,1,female,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,6275,Non-Metro,865,No Risk
no_checking,8,prior_payments_delayed,car_new,2008,greater_1000,greater_7,4,male,none,2,real_estate,27,none,own,2,skilled,1,yes,yes,7835,Metro,845,No Risk
less_0,19,credits_paid_to_date,car_new,2192,500_to_1000,4_to_7,2,male,none,2,car_other,34,none,own,2,skilled,1,none,yes,5696,Metro,898,No Risk
less_0,4,credits_paid_to_date,car_used,1657,less_100,less_1,2,female,none,3,savings_insurance,20,none,rent,1,skilled,1,none,yes,7569,Metro,818,No Risk
0_to_200,20,no_credits,furniture,1652,less_100,unemployed,1,male,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,7911,Metro,722,No Risk
greater_200,12,credits_paid_to_date,car_used,5380,less_100,1_to_4,2,male,none,3,unknown,47,bank,own,1,unemployed,1,yes,yes,7632,Metro,845,No Risk
0_to_200,29,credits_paid_to_date,radio_tv,3617,100_to_500,greater_7,3,male,none,2,savings_insurance,34,none,own,2,skilled,2,none,yes,3506,Non-Metro,803,Risk
no_checking,35,prior_payments_delayed,radio_tv,4945,500_to_1000,4_to_7,3,female,none,3,unknown,41,none,own,2,skilled,2,none,yes,4966,Non-Metro,749,Risk
0_to_200,18,prior_payments_delayed,retraining,4055,less_100,less_1,2,male,none,3,car_other,45,stores,own,1,skilled,1,none,yes,6580,Non-Metro,719,No Risk
no_checking,17,credits_paid_to_date,appliances,2795,100_to_500,1_to_4,3,female,none,3,savings_insurance,38,none,own,1,skilled,1,none,no,4808,Metro,808,No Risk
no_checking,34,outstanding_credit,repairs,7405,500_to_1000,4_to_7,5,male,none,5,unknown,46,stores,own,1,unskilled,1,none,yes,6508,Metro,831,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,1,real_estate,22,none,own,1,management_self-employed,1,none,yes,7468,Metro,842,No Risk
less_0,12,all_credits_paid_back,car_used,264,less_100,less_1,2,male,none,1,real_estate,29,stores,rent,1,skilled,1,none,yes,4719,Non-Metro,848,No Risk
no_checking,30,prior_payments_delayed,appliances,5928,100_to_500,greater_7,4,male,none,4,car_other,44,none,free,2,skilled,1,yes,yes,5039,Metro,843,No Risk
no_checking,40,prior_payments_delayed,furniture,6032,500_to_1000,4_to_7,5,male,co-applicant,3,car_other,36,stores,own,2,unskilled,2,yes,yes,6265,Metro,821,No Risk
greater_200,4,prior_payments_delayed,retraining,3248,less_100,4_to_7,3,male,none,4,car_other,27,none,free,1,management_self-employed,1,none,yes,7847,Non-Metro,829,No Risk
0_to_200,17,credits_paid_to_date,car_new,5869,100_to_500,4_to_7,3,female,none,2,car_other,38,none,own,2,skilled,2,yes,yes,3535,Metro,706,Risk
less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,40,stores,own,1,skilled,1,yes,yes,7729,Metro,890,No Risk
0_to_200,20,prior_payments_delayed,radio_tv,2295,500_to_1000,greater_7,4,male,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,6672,Metro,899,No Risk
no_checking,17,outstanding_credit,radio_tv,1818,greater_1000,4_to_7,3,male,none,4,car_other,41,none,own,1,skilled,1,none,yes,4409,Non-Metro,841,Risk
no_checking,36,prior_payments_delayed,radio_tv,8931,unknown,4_to_7,5,male,co-applicant,4,car_other,54,none,own,2,management_self-employed,2,yes,no,6864,Metro,831,No Risk
no_checking,8,credits_paid_to_date,repairs,3106,100_to_500,1_to_4,3,male,none,4,savings_insurance,45,none,own,1,management_self-employed,1,none,yes,5559,Metro,804,No Risk
less_0,8,prior_payments_delayed,car_used,1714,500_to_1000,4_to_7,3,female,none,2,real_estate,41,none,own,2,skilled,1,yes,yes,6613,Metro,853,No Risk
less_0,7,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,7041,Metro,720,No Risk
less_0,21,prior_payments_delayed,radio_tv,1782,less_100,4_to_7,2,male,none,2,savings_insurance,41,none,rent,1,skilled,1,none,yes,3803,Non-Metro,704,Risk
less_0,18,credits_paid_to_date,car_new,444,less_100,less_1,1,female,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,7421,Non-Metro,866,No Risk
less_0,21,credits_paid_to_date,car_new,784,500_to_1000,1_to_4,3,male,none,1,savings_insurance,31,stores,own,2,skilled,1,none,yes,5757,Non-Metro,803,No Risk
no_checking,24,all_credits_paid_back,car_new,5311,less_100,1_to_4,4,male,none,3,savings_insurance,31,none,own,2,skilled,1,none,yes,5559,Non-Metro,734,No Risk
greater_200,31,prior_payments_delayed,business,4694,100_to_500,1_to_4,4,female,none,2,car_other,42,none,own,1,skilled,1,none,yes,3075,Non-Metro,728,Risk
no_checking,33,outstanding_credit,other,5253,greater_1000,greater_7,5,male,none,3,car_other,43,none,own,2,skilled,1,yes,yes,4776,Non-Metro,874,No Risk
0_to_200,35,all_credits_paid_back,radio_tv,3278,less_100,4_to_7,3,male,none,1,car_other,37,none,free,2,skilled,1,yes,yes,6659,Metro,834,No Risk
0_to_200,18,prior_payments_delayed,radio_tv,4953,less_100,greater_7,4,male,none,4,unknown,31,none,own,1,skilled,1,none,yes,4846,Non-Metro,716,Risk
greater_200,39,prior_payments_delayed,appliances,8761,100_to_500,4_to_7,3,female,co-applicant,4,car_other,32,none,own,1,skilled,1,none,yes,4623,Non-Metro,714,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,3877,Metro,823,No Risk
greater_200,28,prior_payments_delayed,car_used,3942,100_to_500,4_to_7,4,male,none,3,savings_insurance,46,none,free,2,skilled,1,none,no,3681,Metro,852,No Risk
less_0,16,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,savings_insurance,22,stores,rent,1,skilled,1,yes,yes,6680,Metro,809,No Risk
greater_200,19,all_credits_paid_back,car_new,3137,100_to_500,1_to_4,3,male,none,2,savings_insurance,31,none,own,2,skilled,2,none,yes,3198,Non-Metro,713,Risk
no_checking,24,prior_payments_delayed,appliances,6763,100_to_500,4_to_7,4,male,none,3,car_other,41,stores,rent,1,unskilled,1,none,yes,6919,Non-Metro,836,No Risk
0_to_200,26,credits_paid_to_date,car_new,1950,500_to_1000,1_to_4,3,female,none,2,real_estate,32,none,rent,1,skilled,1,none,yes,5741,Non-Metro,836,No Risk
less_0,4,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,7517,Metro,809,No Risk
less_0,28,credits_paid_to_date,radio_tv,2074,500_to_1000,4_to_7,2,male,none,3,savings_insurance,42,stores,own,2,unskilled,1,none,yes,7888,Metro,873,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,6966,Non-Metro,835,No Risk
0_to_200,39,outstanding_credit,appliances,6277,unknown,greater_7,5,male,none,4,unknown,47,stores,own,3,unskilled,2,yes,yes,3122,Non-Metro,860,Risk
no_checking,25,prior_payments_delayed,appliances,1749,100_to_500,1_to_4,2,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,6739,Metro,891,No Risk
0_to_200,27,credits_paid_to_date,radio_tv,4505,less_100,1_to_4,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,6791,Metro,888,No Risk
no_checking,15,outstanding_credit,radio_tv,3722,100_to_500,4_to_7,4,male,none,4,car_other,32,stores,rent,1,unskilled,1,none,yes,4351,Metro,887,No Risk
no_checking,50,outstanding_credit,repairs,9426,greater_1000,4_to_7,5,male,co-applicant,5,car_other,42,none,free,3,management_self-employed,2,yes,yes,6282,Metro,714,Risk
0_to_200,4,all_credits_paid_back,car_new,576,100_to_500,unemployed,2,male,none,3,real_estate,19,stores,rent,1,unskilled,1,none,yes,4844,Non-Metro,727,No Risk
no_checking,37,prior_payments_delayed,appliances,5060,500_to_1000,greater_7,5,male,none,5,car_other,44,none,own,2,skilled,1,none,yes,5503,Metro,862,No Risk
no_checking,18,credits_paid_to_date,furniture,3366,100_to_500,1_to_4,4,male,none,4,real_estate,19,none,own,1,management_self-employed,1,none,yes,4394,Non-Metro,866,Risk
no_checking,31,prior_payments_delayed,car_used,7864,100_to_500,greater_7,4,male,co-applicant,4,unknown,51,none,free,2,skilled,1,yes,yes,4579,Non-Metro,715,Risk
0_to_200,5,all_credits_paid_back,car_used,2994,100_to_500,4_to_7,3,male,none,2,real_estate,36,none,rent,1,skilled,1,none,yes,3442,Metro,814,No Risk
less_0,17,credits_paid_to_date,furniture,4622,less_100,1_to_4,3,female,none,2,savings_insurance,35,none,own,1,skilled,1,none,yes,5725,Metro,809,No Risk
no_checking,12,credits_paid_to_date,furniture,7114,less_100,1_to_4,3,male,none,3,savings_insurance,40,none,free,2,management_self-employed,1,none,yes,4843,Metro,730,Risk
less_0,11,credits_paid_to_date,vacation,3765,100_to_500,unemployed,3,female,none,3,real_estate,34,none,rent,2,management_self-employed,1,none,yes,5715,Non-Metro,740,No Risk
no_checking,32,prior_payments_delayed,car_used,2022,unknown,greater_7,4,female,none,4,unknown,32,bank,own,2,unemployed,1,yes,yes,7429,Non-Metro,739,Risk
0_to_200,25,prior_payments_delayed,business,3037,100_to_500,greater_7,4,male,none,4,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,3336,Non-Metro,707,Risk
0_to_200,24,credits_paid_to_date,business,703,greater_1000,1_to_4,3,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,5640,Metro,849,No Risk
less_0,11,prior_payments_delayed,furniture,1395,less_100,4_to_7,3,male,none,2,car_other,31,none,own,1,skilled,1,none,yes,5669,Non-Metro,896,No Risk
no_checking,37,outstanding_credit,radio_tv,5821,unknown,greater_7,5,male,co-applicant,5,car_other,51,none,own,2,skilled,2,none,yes,4410,Non-Metro,724,Risk
0_to_200,21,outstanding_credit,business,2900,100_to_500,1_to_4,4,male,none,3,unknown,49,none,own,2,skilled,2,yes,yes,5973,Non-Metro,893,No Risk
0_to_200,16,all_credits_paid_back,furniture,250,less_100,1_to_4,3,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,5813,Metro,843,No Risk
0_to_200,35,prior_payments_delayed,car_used,2660,100_to_500,less_1,3,female,none,3,savings_insurance,29,none,rent,2,skilled,2,none,yes,6044,Non-Metro,831,No Risk
no_checking,39,prior_payments_delayed,repairs,6263,500_to_1000,greater_7,5,male,none,5,car_other,48,none,free,2,skilled,2,yes,yes,3866,Non-Metro,734,Risk
no_checking,27,prior_payments_delayed,appliances,5206,100_to_500,4_to_7,4,male,none,5,savings_insurance,38,none,own,1,skilled,1,none,yes,3888,Metro,863,No Risk
0_to_200,16,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,44,none,own,2,skilled,2,none,yes,6690,Non-Metro,828,No Risk
less_0,12,no_credits,car_new,3147,less_100,less_1,1,male,none,2,real_estate,31,none,own,1,skilled,1,none,yes,4530,Non-Metro,743,No Risk
greater_200,21,credits_paid_to_date,radio_tv,258,100_to_500,4_to_7,2,male,co-applicant,3,savings_insurance,39,bank,free,1,unemployed,1,yes,yes,4093,Non-Metro,707,Risk
greater_200,23,outstanding_credit,car_used,3415,greater_1000,greater_7,3,male,none,3,unknown,44,bank,own,2,unemployed,1,yes,yes,3825,Non-Metro,721,Risk
less_0,4,credits_paid_to_date,vacation,1576,less_100,less_1,2,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,6652,Non-Metro,827,No Risk
no_checking,29,prior_payments_delayed,appliances,4338,500_to_1000,4_to_7,4,male,none,4,car_other,48,none,own,2,management_self-employed,2,yes,yes,4491,Non-Metro,803,No Risk
no_checking,17,credits_paid_to_date,radio_tv,6354,less_100,1_to_4,3,female,none,4,unknown,32,none,own,2,skilled,1,none,yes,3808,Non-Metro,702,Risk
greater_200,36,prior_payments_delayed,appliances,4390,100_to_500,4_to_7,3,male,none,3,car_other,40,none,free,2,skilled,1,none,yes,4036,Non-Metro,728,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,6531,Metro,848,No Risk
no_checking,38,prior_payments_delayed,furniture,6199,unknown,greater_7,5,male,co-applicant,4,unknown,52,none,free,2,skilled,2,yes,yes,3374,Non-Metro,716,Risk
no_checking,20,outstanding_credit,appliances,3437,unknown,greater_7,3,male,co-applicant,4,car_other,60,none,own,2,skilled,1,yes,yes,3000,Non-Metro,881,Risk
less_0,9,all_credits_paid_back,car_used,687,less_100,less_1,2,female,none,1,savings_insurance,31,stores,own,2,unskilled,1,none,yes,5266,Metro,840,No Risk
0_to_200,22,outstanding_credit,furniture,2765,100_to_500,greater_7,4,male,none,2,unknown,40,none,own,1,skilled,2,yes,yes,7254,Non-Metro,703,No Risk
0_to_200,19,prior_payments_delayed,education,4181,100_to_500,4_to_7,4,male,none,2,car_other,35,none,own,1,skilled,1,none,yes,4873,Metro,836,No Risk
0_to_200,19,prior_payments_delayed,retraining,4204,100_to_500,1_to_4,3,male,none,3,savings_insurance,37,none,own,1,management_self-employed,2,none,yes,5204,Non-Metro,730,No Risk
less_0,19,credits_paid_to_date,furniture,1722,less_100,less_1,2,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes,6685,Metro,802,No Risk
less_0,19,credits_paid_to_date,car_used,2634,less_100,less_1,1,male,none,1,real_estate,23,stores,own,1,unskilled,1,none,yes,7474,Non-Metro,891,No Risk
no_checking,30,outstanding_credit,furniture,8404,unknown,4_to_7,4,male,co-applicant,3,car_other,56,none,free,2,skilled,2,yes,yes,4955,Non-Metro,719,Risk
no_checking,12,credits_paid_to_date,car_used,2487,greater_1000,less_1,3,male,none,3,savings_insurance,45,none,own,1,management_self-employed,1,none,yes,7572,Metro,726,No Risk
no_checking,29,prior_payments_delayed,appliances,5488,100_to_500,4_to_7,4,female,none,4,car_other,52,none,own,2,skilled,1,none,yes,3369,Metro,853,Risk
no_checking,44,outstanding_credit,radio_tv,7689,unknown,greater_7,5,male,co-applicant,3,unknown,61,bank,own,3,unemployed,2,yes,yes,5131,Non-Metro,731,Risk
0_to_200,16,credits_paid_to_date,car_new,1370,less_100,less_1,3,male,none,3,car_other,31,none,rent,1,skilled,1,none,yes,5885,Metro,739,No Risk
no_checking,26,outstanding_credit,furniture,6278,greater_1000,1_to_4,4,male,none,5,car_other,29,none,own,1,management_self-employed,1,yes,yes,6508,Non-Metro,874,No Risk
less_0,9,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,5602,Metro,714,No Risk
less_0,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,31,stores,own,1,unskilled,1,yes,yes,7224,Metro,836,No Risk
greater_200,26,credits_paid_to_date,furniture,3308,100_to_500,4_to_7,4,female,none,4,car_other,55,none,own,2,management_self-employed,1,yes,yes,4081,Non-Metro,745,Risk
less_0,19,prior_payments_delayed,car_new,1904,less_100,1_to_4,2,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,3111,Non-Metro,704,Risk
no_checking,28,outstanding_credit,appliances,5069,500_to_1000,4_to_7,4,male,none,3,car_other,50,none,free,2,skilled,1,yes,yes,7859,Metro,822,No Risk
less_0,17,credits_paid_to_date,car_new,2549,less_100,4_to_7,3,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,6315,Metro,869,No Risk
0_to_200,20,credits_paid_to_date,furniture,4787,less_100,4_to_7,2,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,no,6818,Metro,802,No Risk
no_checking,15,all_credits_paid_back,car_new,322,500_to_1000,1_to_4,3,male,none,3,real_estate,48,none,own,1,skilled,1,none,yes,7813,Metro,859,No Risk
less_0,10,all_credits_paid_back,car_used,2141,100_to_500,less_1,2,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,3527,Non-Metro,749,No Risk
no_checking,22,credits_paid_to_date,radio_tv,3855,500_to_1000,greater_7,4,female,none,4,car_other,46,none,own,2,skilled,1,none,yes,3317,Non-Metro,722,Risk
no_checking,31,prior_payments_delayed,furniture,8220,100_to_500,greater_7,5,male,guarantor,5,car_other,56,stores,free,2,unskilled,2,yes,yes,3297,Non-Metro,740,Risk
no_checking,10,credits_paid_to_date,furniture,6084,100_to_500,4_to_7,2,male,none,3,savings_insurance,37,none,own,2,skilled,1,none,yes,3670,Metro,736,Risk
0_to_200,23,credits_paid_to_date,furniture,4323,100_to_500,4_to_7,4,female,co-applicant,4,car_other,43,stores,own,2,unskilled,1,yes,yes,4753,Non-Metro,725,Risk
0_to_200,13,prior_payments_delayed,vacation,2742,less_100,4_to_7,2,male,none,3,savings_insurance,34,none,own,1,skilled,1,yes,yes,5808,Metro,808,No Risk
no_checking,27,prior_payments_delayed,furniture,5494,100_to_500,greater_7,4,female,none,4,car_other,42,none,own,2,skilled,1,yes,yes,3531,Metro,720,Risk
less_0,22,credits_paid_to_date,car_used,3233,less_100,unemployed,1,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,5620,Non-Metro,829,No Risk
less_0,16,credits_paid_to_date,furniture,4480,less_100,less_1,2,female,none,3,car_other,36,none,own,2,skilled,1,none,yes,7052,Metro,860,No Risk
less_0,16,prior_payments_delayed,retraining,1781,less_100,4_to_7,3,female,none,3,car_other,35,stores,rent,1,skilled,1,none,yes,7094,Metro,800,No Risk
no_checking,34,prior_payments_delayed,radio_tv,5890,500_to_1000,greater_7,3,male,none,3,savings_insurance,42,none,free,1,skilled,1,none,yes,6282,Non-Metro,892,No Risk
0_to_200,29,credits_paid_to_date,business,3745,less_100,4_to_7,4,male,none,2,savings_insurance,26,none,own,1,skilled,2,yes,yes,4636,Non-Metro,701,Risk
0_to_200,14,credits_paid_to_date,appliances,1980,less_100,4_to_7,2,male,none,2,real_estate,33,none,own,1,skilled,1,none,yes,7709,Non-Metro,728,No Risk
0_to_200,19,prior_payments_delayed,car_used,2894,greater_1000,greater_7,2,male,none,2,car_other,33,bank,own,1,unemployed,1,none,yes,3444,Metro,813,Risk
greater_200,28,credits_paid_to_date,car_new,2761,500_to_1000,less_1,3,male,none,4,savings_insurance,37,none,rent,2,skilled,1,none,yes,5074,Metro,843,No Risk
no_checking,27,outstanding_credit,radio_tv,7621,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,51,none,own,2,management_self-employed,1,none,yes,4480,Non-Metro,739,Risk
less_0,22,credits_paid_to_date,car_used,2801,less_100,less_1,3,female,none,2,real_estate,25,none,own,1,skilled,1,none,yes,7400,Metro,886,No Risk
0_to_200,9,prior_payments_delayed,car_new,3244,less_100,1_to_4,3,male,none,2,savings_insurance,23,none,own,1,management_self-employed,1,none,yes,5030,Metro,808,No Risk
0_to_200,18,credits_paid_to_date,car_used,2829,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,rent,1,skilled,1,none,yes,3412,Non-Metro,732,Risk
no_checking,24,prior_payments_delayed,appliances,9361,100_to_500,4_to_7,4,male,co-applicant,3,unknown,44,none,own,2,skilled,1,yes,yes,4148,Non-Metro,712,Risk
0_to_200,32,credits_paid_to_date,car_used,3862,100_to_500,less_1,2,male,none,2,savings_insurance,24,bank,rent,1,unemployed,1,yes,yes,7556,Metro,817,No Risk
0_to_200,13,credits_paid_to_date,car_new,1455,500_to_1000,4_to_7,3,male,none,3,savings_insurance,51,none,own,2,skilled,1,yes,yes,7953,Metro,833,Risk
no_checking,29,outstanding_credit,furniture,6000,greater_1000,4_to_7,3,male,none,4,unknown,57,none,own,2,skilled,1,yes,yes,3316,Metro,841,Risk
0_to_200,10,credits_paid_to_date,furniture,2190,less_100,4_to_7,3,male,co-applicant,3,car_other,44,none,free,1,skilled,1,yes,yes,7243,Metro,855,No Risk
no_checking,32,prior_payments_delayed,car_used,4756,unknown,4_to_7,4,male,none,3,savings_insurance,42,none,own,2,skilled,1,yes,yes,4707,Non-Metro,738,No Risk
no_checking,23,prior_payments_delayed,car_used,6572,100_to_500,1_to_4,3,female,none,4,unknown,52,none,own,2,skilled,1,none,yes,3965,Non-Metro,730,Risk
less_0,24,prior_payments_delayed,radio_tv,1964,500_to_1000,1_to_4,3,female,co-applicant,3,car_other,46,stores,own,1,unskilled,1,none,yes,4845,Non-Metro,710,Risk
no_checking,23,credits_paid_to_date,radio_tv,2881,100_to_500,less_1,2,female,none,2,savings_insurance,37,none,free,1,skilled,1,none,yes,7558,Metro,807,No Risk
no_checking,33,outstanding_credit,repairs,7744,unknown,greater_7,4,male,co-applicant,5,unknown,56,none,free,3,skilled,2,yes,yes,3073,Non-Metro,837,Risk
less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,male,none,2,savings_insurance,36,none,rent,2,skilled,1,none,yes,7587,Metro,892,No Risk
0_to_200,27,credits_paid_to_date,car_used,3139,less_100,less_1,2,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes,6468,Metro,806,No Risk
0_to_200,4,no_credits,car_new,4488,less_100,unemployed,2,male,none,1,savings_insurance,39,none,own,2,skilled,1,none,yes,5990,Metro,881,No Risk
no_checking,38,outstanding_credit,repairs,9497,500_to_1000,greater_7,5,male,co-applicant,4,unknown,65,none,own,2,skilled,2,yes,yes,4832,Non-Metro,720,Risk
0_to_200,16,prior_payments_delayed,car_new,1680,100_to_500,less_1,3,male,none,2,savings_insurance,35,none,own,2,skilled,2,yes,yes,6511,Metro,827,No Risk
less_0,12,all_credits_paid_back,furniture,1329,less_100,less_1,1,female,none,1,savings_insurance,34,stores,own,3,skilled,1,none,yes,3083,Metro,805,Risk
0_to_200,4,all_credits_paid_back,car_new,952,100_to_500,1_to_4,1,male,none,1,real_estate,31,none,own,1,skilled,1,none,yes,6162,Metro,859,No Risk
less_0,9,all_credits_paid_back,appliances,496,less_100,1_to_4,2,female,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,6933,Non-Metro,853,No Risk
less_0,16,credits_paid_to_date,radio_tv,250,less_100,4_to_7,2,male,none,2,savings_insurance,19,stores,own,1,unskilled,1,none,yes,4191,Non-Metro,844,Risk
greater_200,26,prior_payments_delayed,business,6693,100_to_500,4_to_7,4,female,none,4,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,5887,Metro,823,No Risk
no_checking,32,outstanding_credit,repairs,5606,greater_1000,greater_7,4,male,co-applicant,3,car_other,32,none,own,1,skilled,2,yes,yes,4429,Non-Metro,714,Risk
less_0,25,credits_paid_to_date,furniture,1857,less_100,1_to_4,3,male,none,3,car_other,35,stores,own,2,unskilled,1,yes,yes,5315,Metro,892,No Risk
no_checking,21,prior_payments_delayed,radio_tv,4264,100_to_500,4_to_7,4,female,guarantor,3,savings_insurance,58,none,free,2,skilled,2,yes,yes,4215,Non-Metro,737,Risk
0_to_200,28,credits_paid_to_date,furniture,3300,less_100,less_1,3,male,none,4,real_estate,29,none,own,2,skilled,1,none,yes,7506,Non-Metro,864,No Risk
greater_200,25,outstanding_credit,car_used,1598,500_to_1000,4_to_7,3,female,none,2,savings_insurance,42,none,free,1,skilled,2,yes,yes,6531,Metro,899,No Risk
less_0,10,credits_paid_to_date,vacation,2129,less_100,less_1,1,female,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,7230,Metro,714,No Risk
0_to_200,24,credits_paid_to_date,radio_tv,1917,less_100,4_to_7,2,male,none,2,car_other,27,none,rent,1,skilled,1,yes,yes,5817,Metro,874,No Risk
less_0,8,prior_payments_delayed,car_new,3793,less_100,1_to_4,2,male,co-applicant,3,car_other,37,bank,own,1,unemployed,1,yes,yes,6195,Metro,726,No Risk
0_to_200,16,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,1,female,none,3,real_estate,32,stores,own,1,unskilled,1,none,yes,7502,Metro,809,No Risk
less_0,18,no_credits,vacation,293,less_100,less_1,1,female,none,1,savings_insurance,24,stores,rent,1,skilled,1,none,yes,6797,Metro,817,No Risk
0_to_200,37,prior_payments_delayed,business,861,100_to_500,1_to_4,3,female,none,1,car_other,36,stores,own,2,skilled,1,none,yes,5994,Non-Metro,841,No Risk
no_checking,30,prior_payments_delayed,car_used,4712,100_to_500,4_to_7,4,female,none,4,savings_insurance,50,none,own,2,skilled,1,yes,yes,4124,Non-Metro,897,Risk
less_0,8,all_credits_paid_back,appliances,250,less_100,1_to_4,2,male,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,5623,Metro,885,No Risk
