Age,CIBIL,CheckingStatus,City,CreditHistory,CurrentResidenceDuration,Dependents,EmploymentDuration,ExistingCreditsCount,ExistingSavings,ForeignWorker,Housing,InstallmentPercent,InstallmentPlans,Job,LoanAmount,LoanDuration,LoanPurpose,OthersOnLoan,OwnsProperty,Risk,Salary,Sex,Telephone
38,884,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,rent,3,none,management_self-employed,1065,9,vacation,none,real_estate,No Risk,5255,male,none
33,887,no_checking,Non-Metro,no_credits,3,1,less_1,2,500_to_1000,yes,rent,3,stores,unskilled,2327,9,car_new,none,real_estate,No Risk,5972,female,none
41,883,no_checking,Non-Metro,prior_payments_delayed,4,1,4_to_7,1,100_to_500,yes,own,3,none,management_self-employed,1032,9,car_new,none,savings_insurance,No Risk,7310,male,none
33,738,no_checking,Non-Metro,prior_payments_delayed,3,1,less_1,1,100_to_500,yes,own,3,none,management_self-employed,4316,9,car_new,none,savings_insurance,Risk,3099,female,none
38,804,no_checking,Metro,prior_payments_delayed,4,1,greater_7,1,greater_1000,yes,own,3,none,skilled,3533,9,radio_tv,none,car_other,No Risk,5976,male,none
31,835,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,1,100_to_500,yes,own,3,none,management_self-employed,7594,9,radio_tv,none,savings_insurance,No Risk,7820,male,none
51,732,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,less_100,yes,rent,2,none,management_self-employed,1586,10,car_new,none,real_estate,No Risk,7321,male,yes
43,738,no_checking,Non-Metro,credits_paid_to_date,3,2,4_to_7,1,less_100,yes,own,4,none,management_self-employed,4387,10,car_new,none,car_other,Risk,4675,female,none
37,850,no_checking,Non-Metro,credits_paid_to_date,2,1,4_to_7,2,greater_1000,yes,own,2,none,skilled,2133,10,car_used,none,car_other,No Risk,6161,male,none
38,713,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,greater_1000,yes,own,3,none,skilled,583,10,furniture,none,real_estate,No Risk,7087,female,none
44,811,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,2,500_to_1000,yes,own,3,none,management_self-employed,5130,10,furniture,none,savings_insurance,No Risk,7142,male,yes
22,846,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,2,500_to_1000,yes,own,4,stores,unskilled,4262,10,vacation,none,real_estate,No Risk,7779,male,none
48,741,no_checking,Metro,credits_paid_to_date,4,1,greater_7,2,500_to_1000,yes,own,4,none,management_self-employed,4647,10,vacation,none,savings_insurance,No Risk,6390,female,none
48,723,no_checking,Non-Metro,outstanding_credit,2,1,less_1,2,100_to_500,yes,own,3,none,management_self-employed,3619,10,furniture,none,savings_insurance,No Risk,7013,female,none
34,881,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,2,100_to_500,yes,own,3,none,skilled,3228,11,car_new,none,car_other,Risk,3498,female,yes
38,862,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,1,greater_1000,yes,own,4,none,management_self-employed,2956,11,car_used,none,savings_insurance,No Risk,6929,male,yes
40,822,no_checking,Metro,credits_paid_to_date,2,2,1_to_4,1,less_100,yes,own,2,none,skilled,4025,11,car_used,none,savings_insurance,No Risk,5578,female,none
43,890,no_checking,Metro,credits_paid_to_date,4,1,less_1,1,100_to_500,yes,own,3,none,management_self-employed,5191,11,car_used,none,real_estate,No Risk,7658,male,none
42,892,no_checking,Metro,credits_paid_to_date,2,1,1_to_4,1,greater_1000,yes,own,2,none,skilled,1623,11,furniture,none,real_estate,No Risk,5078,male,none
33,830,no_checking,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,3,none,skilled,2187,11,furniture,none,real_estate,No Risk,3396,female,yes
36,863,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,greater_1000,yes,own,3,none,skilled,2872,11,furniture,none,savings_insurance,No Risk,6230,male,none
42,725,no_checking,Non-Metro,credits_paid_to_date,3,1,less_1,2,less_100,yes,free,2,none,management_self-employed,4684,11,furniture,none,real_estate,No Risk,5671,male,none
43,873,no_checking,Non-Metro,outstanding_credit,4,2,1_to_4,1,100_to_500,yes,own,2,stores,unskilled,3203,11,furniture,none,car_other,No Risk,3488,male,yes
39,749,no_checking,Non-Metro,outstanding_credit,4,1,1_to_4,2,100_to_500,yes,own,3,none,management_self-employed,3389,11,furniture,none,unknown,Risk,4397,male,yes
30,884,no_checking,Metro,outstanding_credit,3,1,less_1,1,greater_1000,yes,own,3,none,management_self-employed,4618,11,radio_tv,none,savings_insurance,No Risk,6114,male,yes
35,815,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,1,greater_1000,yes,own,3,none,management_self-employed,944,11,car_used,none,real_estate,No Risk,5312,male,yes
45,733,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,rent,2,bank,unskilled,1353,11,radio_tv,none,savings_insurance,Risk,4650,male,none
37,809,no_checking,Metro,prior_payments_delayed,3,1,1_to_4,2,less_100,yes,own,4,none,management_self-employed,5761,11,radio_tv,none,car_other,No Risk,5838,male,none
36,739,no_checking,Metro,all_credits_paid_back,3,1,less_1,1,500_to_1000,yes,own,3,none,skilled,1927,12,car_new,none,savings_insurance,No Risk,7061,male,yes
33,803,no_checking,Metro,all_credits_paid_back,2,1,1_to_4,1,500_to_1000,yes,rent,1,none,skilled,373,12,furniture,co-applicant,savings_insurance,No Risk,7933,male,none
26,703,no_checking,Non-Metro,all_credits_paid_back,3,1,unemployed,1,500_to_1000,yes,rent,3,none,skilled,868,12,vacation,none,savings_insurance,No Risk,5317,female,none
29,805,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,own,2,none,skilled,484,12,car_new,none,real_estate,No Risk,7965,female,none
35,854,no_checking,Metro,credits_paid_to_date,4,1,less_1,1,less_100,yes,rent,2,none,skilled,2048,12,car_new,none,real_estate,No Risk,5403,female,none
48,721,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,2,100_to_500,yes,own,3,none,skilled,4916,12,car_new,none,car_other,Risk,3261,female,none
46,724,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,2,less_100,yes,free,4,stores,skilled,7593,12,car_new,none,savings_insurance,No Risk,7034,male,yes
45,726,no_checking,Metro,credits_paid_to_date,3,1,less_1,1,greater_1000,yes,own,3,none,management_self-employed,2487,12,car_used,none,savings_insurance,No Risk,7572,male,none
25,878,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,2,none,management_self-employed,3389,12,car_used,none,real_estate,No Risk,5437,male,none
45,845,no_checking,Metro,credits_paid_to_date,2,1,1_to_4,1,less_100,yes,own,4,none,management_self-employed,4315,12,car_used,none,car_other,No Risk,5433,male,none
35,810,no_checking,Metro,credits_paid_to_date,2,2,1_to_4,1,500_to_1000,yes,own,3,none,management_self-employed,1934,12,furniture,none,real_estate,No Risk,6376,male,none
48,877,no_checking,Metro,credits_paid_to_date,2,2,1_to_4,2,100_to_500,yes,own,4,none,management_self-employed,5743,12,furniture,none,savings_insurance,No Risk,7424,male,yes
40,730,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,2,less_100,yes,free,3,none,management_self-employed,7114,12,furniture,none,savings_insurance,Risk,4843,male,none
40,714,no_checking,Non-Metro,credits_paid_to_date,3,1,4_to_7,1,500_to_1000,yes,rent,4,none,management_self-employed,1731,12,vacation,none,savings_insurance,Risk,4259,male,none
35,701,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,1,100_to_500,yes,own,3,none,skilled,1688,12,education,none,car_other,Risk,3421,male,yes
46,735,no_checking,Non-Metro,outstanding_credit,3,1,1_to_4,2,greater_1000,yes,own,3,none,skilled,6411,12,repairs,none,unknown,Risk,3740,male,yes
37,868,no_checking,Metro,prior_payments_delayed,3,2,1_to_4,2,greater_1000,yes,own,3,none,management_self-employed,2794,12,car_used,none,savings_insurance,No Risk,7247,male,yes
22,805,no_checking,Metro,all_credits_paid_back,2,1,4_to_7,1,less_100,yes,rent,2,none,skilled,778,13,furniture,none,savings_insurance,No Risk,7682,male,none
47,815,no_checking,Non-Metro,credits_paid_to_date,4,1,less_1,2,less_100,yes,own,2,none,skilled,2290,13,car_new,co-applicant,real_estate,Risk,3451,male,none
42,839,no_checking,Non-Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,management_self-employed,3699,13,car_new,none,savings_insurance,No Risk,5138,female,none
36,839,no_checking,Metro,credits_paid_to_date,4,1,4_to_7,2,less_100,yes,own,4,none,management_self-employed,1506,13,car_used,none,savings_insurance,No Risk,6798,male,none
26,860,no_checking,Non-Metro,credits_paid_to_date,2,1,less_1,1,less_100,no,rent,3,none,skilled,2503,13,car_used,none,car_other,No Risk,6324,male,none
22,844,no_checking,Non-Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,rent,3,none,management_self-employed,1410,13,furniture,none,real_estate,No Risk,6352,male,none
32,829,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,own,2,none,skilled,4409,13,furniture,co-applicant,real_estate,No Risk,5631,female,none
31,867,no_checking,Metro,credits_paid_to_date,2,2,1_to_4,1,100_to_500,yes,own,3,none,management_self-employed,5355,13,repairs,none,real_estate,No Risk,7988,female,none
31,887,no_checking,Metro,outstanding_credit,4,1,greater_7,1,100_to_500,yes,free,4,none,management_self-employed,6281,13,car_used,none,savings_insurance,No Risk,5615,male,none
36,873,no_checking,Metro,outstanding_credit,4,2,4_to_7,2,unknown,yes,free,4,none,management_self-employed,5082,13,furniture,none,savings_insurance,No Risk,6664,male,yes
43,716,no_checking,Metro,outstanding_credit,4,1,1_to_4,1,100_to_500,yes,own,2,none,management_self-employed,2191,13,radio_tv,none,car_other,No Risk,3372,male,yes
45,850,no_checking,Metro,prior_payments_delayed,2,1,1_to_4,1,100_to_500,yes,own,3,stores,unskilled,7020,13,radio_tv,co-applicant,unknown,No Risk,6049,male,yes
33,863,no_checking,Metro,all_credits_paid_back,4,1,4_to_7,1,500_to_1000,yes,own,3,none,skilled,1525,14,car_new,none,real_estate,No Risk,7008,male,none
20,867,no_checking,Metro,all_credits_paid_back,4,1,less_1,1,less_100,yes,own,3,none,management_self-employed,2420,14,furniture,none,real_estate,No Risk,7287,female,none
20,859,no_checking,Metro,all_credits_paid_back,2,1,unemployed,1,less_100,yes,rent,2,none,management_self-employed,3025,14,vacation,none,real_estate,No Risk,7276,male,none
24,739,no_checking,Non-Metro,credits_paid_to_date,2,1,1_to_4,1,500_to_1000,yes,own,2,none,skilled,2527,14,appliances,none,savings_insurance,Risk,3057,male,none
43,828,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,100_to_500,yes,own,3,none,skilled,3531,14,car_new,none,savings_insurance,No Risk,3090,female,none
46,897,no_checking,Non-Metro,credits_paid_to_date,3,2,4_to_7,2,greater_1000,yes,own,4,none,skilled,3540,14,car_new,none,car_other,Risk,4731,male,none
34,889,no_checking,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,3,none,management_self-employed,3996,14,car_new,none,savings_insurance,No Risk,7377,male,yes
33,821,no_checking,Metro,credits_paid_to_date,3,2,4_to_7,2,500_to_1000,no,own,3,bank,unskilled,3162,14,car_used,none,car_other,No Risk,5710,male,yes
34,701,no_checking,Metro,credits_paid_to_date,4,1,less_1,1,less_100,yes,rent,2,stores,unskilled,4162,14,car_used,none,car_other,Risk,5103,male,none
39,714,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,2,100_to_500,yes,own,3,none,skilled,1810,14,furniture,none,savings_insurance,Risk,4083,male,yes
46,720,no_checking,Metro,credits_paid_to_date,2,2,4_to_7,1,less_100,yes,own,2,none,skilled,3021,14,furniture,none,savings_insurance,No Risk,6732,male,yes
59,726,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,less_100,yes,own,3,none,management_self-employed,3243,14,furniture,none,real_estate,Risk,3887,male,none
42,865,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,less_100,yes,free,3,none,management_self-employed,4425,14,furniture,none,savings_insurance,No Risk,3678,male,none
37,880,no_checking,Metro,credits_paid_to_date,3,2,less_1,2,less_100,yes,own,4,none,management_self-employed,7699,14,retraining,none,car_other,No Risk,5539,female,none
47,834,no_checking,Metro,outstanding_credit,3,1,greater_7,1,100_to_500,yes,own,4,none,management_self-employed,1680,14,appliances,none,car_other,No Risk,7557,male,none
46,722,no_checking,Metro,outstanding_credit,4,2,1_to_4,1,100_to_500,no,own,3,bank,unskilled,1286,14,car_used,co-applicant,savings_insurance,Risk,3377,female,yes
45,708,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,2,100_to_500,yes,free,2,none,skilled,4352,14,car_used,none,car_other,Risk,5271,female,yes
44,872,no_checking,Non-Metro,outstanding_credit,3,1,1_to_4,2,unknown,yes,own,3,none,skilled,5548,14,furniture,none,car_other,No Risk,6984,male,none
34,853,no_checking,Metro,outstanding_credit,3,1,less_1,1,greater_1000,yes,own,2,none,skilled,1582,14,radio_tv,none,savings_insurance,No Risk,3627,male,none
48,859,no_checking,Metro,all_credits_paid_back,3,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,322,15,car_new,none,real_estate,No Risk,7813,male,none
31,840,no_checking,Metro,all_credits_paid_back,3,2,1_to_4,1,greater_1000,yes,rent,2,none,skilled,2539,15,furniture,none,savings_insurance,No Risk,4082,female,none
37,869,no_checking,Non-Metro,credits_paid_to_date,3,1,less_1,1,100_to_500,yes,own,2,none,skilled,1107,15,appliances,co-applicant,real_estate,No Risk,7037,male,yes
42,815,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,2,greater_1000,yes,free,2,none,skilled,1394,15,appliances,co-applicant,car_other,Risk,3054,female,yes
36,842,no_checking,Metro,credits_paid_to_date,3,1,less_1,2,100_to_500,yes,free,3,none,skilled,1299,15,car_new,none,real_estate,No Risk,3943,female,yes
26,836,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,100_to_500,yes,own,3,none,skilled,1530,15,car_new,none,real_estate,No Risk,4346,male,none
46,891,no_checking,Metro,credits_paid_to_date,2,1,4_to_7,1,100_to_500,yes,rent,4,stores,unskilled,2685,15,car_new,none,savings_insurance,No Risk,7558,female,none
39,801,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,less_100,yes,own,2,none,skilled,3869,15,car_new,none,car_other,No Risk,5459,male,yes
51,833,no_checking,Metro,credits_paid_to_date,4,1,4_to_7,1,less_100,no,own,4,none,management_self-employed,4623,15,car_new,none,car_other,No Risk,4034,male,none
32,737,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,1,less_100,yes,own,3,none,skilled,3998,15,car_used,none,car_other,Risk,7387,male,none
61,885,no_checking,Metro,credits_paid_to_date,4,1,4_to_7,1,100_to_500,yes,own,3,bank,unemployed,2161,15,furniture,co-applicant,savings_insurance,No Risk,6412,male,yes
54,807,no_checking,Metro,credits_paid_to_date,3,1,4_to_7,1,less_100,yes,rent,4,stores,unskilled,4609,15,furniture,none,car_other,No Risk,5201,male,yes
49,735,no_checking,Non-Metro,credits_paid_to_date,3,1,greater_7,2,greater_1000,yes,own,3,none,skilled,4813,15,furniture,none,unknown,Risk,3918,female,yes
38,828,no_checking,Non-Metro,credits_paid_to_date,4,1,unemployed,1,100_to_500,yes,own,2,none,management_self-employed,913,15,radio_tv,none,savings_insurance,Risk,3613,male,none
40,824,no_checking,Metro,credits_paid_to_date,3,2,less_1,1,100_to_500,yes,rent,1,bank,unskilled,968,15,radio_tv,none,real_estate,No Risk,6741,male,none
47,870,no_checking,Metro,credits_paid_to_date,3,1,4_to_7,2,100_to_500,yes,own,4,none,skilled,1088,15,radio_tv,none,savings_insurance,No Risk,5314,male,none
37,720,no_checking,Metro,credits_paid_to_date,4,1,4_to_7,1,less_100,yes,rent,4,stores,unskilled,3440,15,radio_tv,none,savings_insurance,No Risk,6957,male,none
24,847,no_checking,Metro,credits_paid_to_date,2,1,4_to_7,2,less_100,yes,own,4,none,management_self-employed,3605,15,radio_tv,none,real_estate,No Risk,7175,male,none
39,841,no_checking,Metro,outstanding_credit,4,1,1_to_4,1,100_to_500,yes,free,3,none,skilled,1921,15,education,co-applicant,car_other,No Risk,7772,male,yes
56,873,no_checking,Metro,outstanding_credit,4,1,greater_7,2,500_to_1000,yes,own,4,none,skilled,4088,15,furniture,none,unknown,No Risk,5180,male,yes
43,880,no_checking,Metro,outstanding_credit,2,1,4_to_7,2,unknown,yes,own,2,stores,unskilled,2953,15,radio_tv,none,savings_insurance,No Risk,7377,male,none
32,887,no_checking,Metro,outstanding_credit,4,1,4_to_7,1,100_to_500,yes,rent,4,stores,unskilled,3722,15,radio_tv,none,car_other,No Risk,4351,male,none
42,896,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,100_to_500,yes,own,4,none,skilled,7200,15,radio_tv,none,car_other,No Risk,5811,male,yes
51,856,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,100_to_500,yes,own,3,none,management_self-employed,4372,15,retraining,none,car_other,Risk,4195,male,none
52,723,no_checking,Non-Metro,outstanding_credit,3,2,4_to_7,2,100_to_500,yes,free,3,none,management_self-employed,8474,15,retraining,none,car_other,Risk,4820,female,yes
40,743,no_checking,Non-Metro,prior_payments_delayed,5,1,greater_7,2,100_to_500,no,own,4,stores,unskilled,4274,15,furniture,none,car_other,Risk,3185,male,yes
57,846,no_checking,Metro,prior_payments_delayed,3,2,greater_7,1,greater_1000,yes,free,3,none,skilled,2884,15,radio_tv,guarantor,car_other,No Risk,6002,male,yes
33,728,no_checking,Non-Metro,prior_payments_delayed,5,2,greater_7,2,100_to_500,yes,own,4,none,management_self-employed,5345,15,repairs,none,car_other,Risk,4207,male,yes
42,817,no_checking,Metro,all_credits_paid_back,2,1,1_to_4,1,less_100,yes,rent,3,stores,unskilled,419,16,car_new,co-applicant,savings_insurance,No Risk,6050,female,yes
37,716,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,100_to_500,yes,rent,3,none,skilled,2467,16,car_new,none,car_other,No Risk,6450,male,yes
31,735,no_checking,Non-Metro,credits_paid_to_date,4,1,1_to_4,1,less_100,yes,own,4,none,management_self-employed,4810,16,car_new,none,car_other,Risk,4455,male,none
36,831,no_checking,Metro,credits_paid_to_date,4,1,less_1,2,100_to_500,yes,own,3,none,management_self-employed,2730,16,car_used,none,savings_insurance,Risk,3259,male,yes
38,821,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,2,100_to_500,yes,own,4,none,management_self-employed,3982,16,car_used,none,car_other,No Risk,6768,male,none
35,708,no_checking,Non-Metro,credits_paid_to_date,4,2,1_to_4,1,100_to_500,yes,rent,3,none,management_self-employed,2522,16,radio_tv,none,savings_insurance,Risk,4397,male,none
34,850,no_checking,Metro,credits_paid_to_date,3,1,less_1,1,less_100,yes,own,4,none,management_self-employed,6907,16,repairs,none,car_other,No Risk,6069,female,yes
41,726,no_checking,Non-Metro,credits_paid_to_date,2,1,4_to_7,1,less_100,yes,own,2,none,skilled,3981,16,retraining,none,car_other,No Risk,4268,female,yes
45,713,no_checking,Non-Metro,credits_paid_to_date,2,1,4_to_7,2,less_100,yes,own,3,none,skilled,4898,16,vacation,none,car_other,Risk,3618,male,none
28,884,no_checking,Metro,outstanding_credit,4,1,1_to_4,1,500_to_1000,yes,rent,3,stores,unskilled,1485,16,car_used,none,savings_insurance,No Risk,5661,male,yes
28,853,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,1,500_to_1000,yes,own,4,none,skilled,1946,16,car_used,none,car_other,Risk,4779,male,yes
35,857,no_checking,Metro,outstanding_credit,5,1,less_1,2,500_to_1000,yes,free,4,none,management_self-employed,7282,16,car_used,none,car_other,No Risk,6487,male,yes
40,857,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,greater_1000,yes,rent,4,bank,unskilled,5108,16,furniture,none,unknown,No Risk,6522,male,none
47,735,no_checking,Metro,outstanding_credit,3,1,4_to_7,1,greater_1000,yes,own,3,none,skilled,1733,16,radio_tv,none,savings_insurance,Risk,3201,male,none
40,885,no_checking,Non-Metro,outstanding_credit,5,1,1_to_4,1,500_to_1000,yes,free,3,none,skilled,2700,16,radio_tv,co-applicant,real_estate,No Risk,5489,male,yes
50,851,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,2,unknown,yes,own,3,bank,unemployed,4029,16,radio_tv,none,car_other,No Risk,3681,male,yes
42,738,no_checking,Non-Metro,prior_payments_delayed,3,1,greater_7,1,100_to_500,yes,own,4,none,skilled,4817,16,car_used,none,car_other,Risk,4501,male,none
34,832,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,100_to_500,yes,rent,3,none,management_self-employed,2720,17,car_new,none,savings_insurance,No Risk,5893,male,none
31,730,no_checking,Non-Metro,credits_paid_to_date,4,2,4_to_7,1,100_to_500,yes,own,3,none,skilled,3347,17,car_new,none,car_other,Risk,4263,female,none
36,743,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,free,2,none,skilled,4252,17,car_new,none,car_other,No Risk,7309,male,none
35,807,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,own,2,none,skilled,1841,17,car_used,none,real_estate,No Risk,5939,male,none
32,820,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,100_to_500,yes,rent,3,none,management_self-employed,1557,17,furniture,none,real_estate,No Risk,7149,male,none
48,723,no_checking,Metro,credits_paid_to_date,2,1,4_to_7,1,500_to_1000,yes,own,2,none,skilled,1071,17,radio_tv,none,savings_insurance,No Risk,4107,male,yes
44,876,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,1,100_to_500,yes,own,4,none,management_self-employed,2026,17,radio_tv,none,real_estate,No Risk,6023,male,none
34,868,no_checking,Metro,credits_paid_to_date,4,2,1_to_4,2,greater_1000,yes,own,2,none,skilled,2420,17,radio_tv,none,savings_insurance,No Risk,6500,male,none
49,822,no_checking,Metro,credits_paid_to_date,4,1,1_to_4,1,100_to_500,yes,own,3,none,management_self-employed,2871,17,radio_tv,none,savings_insurance,No Risk,7647,male,none
29,742,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,2,greater_1000,yes,rent,4,none,management_self-employed,4533,17,radio_tv,none,real_estate,No Risk,5567,male,none
40,829,no_checking,Non-Metro,credits_paid_to_date,3,1,less_1,1,100_to_500,yes,own,4,none,management_self-employed,7508,17,radio_tv,co-applicant,unknown,No Risk,5232,male,yes
38,708,no_checking,Metro,credits_paid_to_date,3,2,less_1,1,100_to_500,yes,own,2,none,management_self-employed,1574,17,repairs,none,real_estate,No Risk,5923,male,none
29,856,no_checking,Metro,credits_paid_to_date,3,1,less_1,1,greater_1000,yes,own,3,none,management_self-employed,5542,17,retraining,none,savings_insurance,No Risk,6742,male,none
45,732,no_checking,Metro,outstanding_credit,5,2,greater_7,2,unknown,yes,own,4,none,skilled,1501,17,car_used,none,car_other,Risk,4771,female,yes
53,716,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,1,500_to_1000,yes,free,3,none,skilled,2042,17,education,guarantor,unknown,Risk,3939,female,yes
47,812,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,1,100_to_500,yes,own,4,none,skilled,4570,17,furniture,none,car_other,Risk,3510,male,yes
41,841,no_checking,Non-Metro,outstanding_credit,4,1,4_to_7,1,greater_1000,yes,own,3,none,skilled,1818,17,radio_tv,none,car_other,Risk,4409,male,none
50,722,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,500_to_1000,no,own,4,none,skilled,2634,17,radio_tv,none,car_other,Risk,3769,female,none
46,886,no_checking,Metro,prior_payments_delayed,2,1,greater_7,1,500_to_1000,yes,own,3,none,skilled,1492,17,radio_tv,none,savings_insurance,No Risk,3601,female,none
36,725,no_checking,Metro,all_credits_paid_back,3,1,1_to_4,1,less_100,yes,rent,2,none,skilled,672,18,furniture,none,savings_insurance,No Risk,5484,female,none
40,898,no_checking,Non-Metro,credits_paid_to_date,3,1,less_1,1,500_to_1000,yes,own,3,none,skilled,4035,18,car_new,guarantor,savings_insurance,No Risk,3607,male,yes
21,743,no_checking,Metro,credits_paid_to_date,3,1,less_1,1,100_to_500,yes,own,3,none,management_self-employed,4892,18,car_new,none,savings_insurance,No Risk,5416,male,none
38,720,no_checking,Non-Metro,credits_paid_to_date,4,1,4_to_7,1,100_to_500,yes,own,3,none,skilled,1070,18,furniture,none,car_other,Risk,4289,female,yes
19,866,no_checking,Non-Metro,credits_paid_to_date,4,1,1_to_4,1,100_to_500,yes,own,4,none,management_self-employed,3366,18,furniture,none,real_estate,Risk,4394,male,none
31,825,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,100_to_500,yes,free,4,none,skilled,3531,18,furniture,none,savings_insurance,No Risk,7963,female,yes
26,709,no_checking,Metro,credits_paid_to_date,4,2,1_to_4,2,greater_1000,yes,own,3,none,skilled,2043,18,radio_tv,co-applicant,savings_insurance,Risk,4896,male,yes
44,746,no_checking,Non-Metro,credits_paid_to_date,5,1,4_to_7,1,less_100,yes,own,4,none,management_self-employed,6332,18,repairs,co-applicant,savings_insurance,No Risk,4399,male,none
49,830,no_checking,Metro,outstanding_credit,4,1,1_to_4,2,unknown,no,own,3,none,management_self-employed,3063,18,appliances,none,savings_insurance,No Risk,3483,male,yes
37,729,no_checking,Non-Metro,outstanding_credit,5,2,greater_7,1,100_to_500,yes,own,4,none,skilled,4561,18,appliances,none,unknown,Risk,3697,female,yes
34,883,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,100_to_500,yes,own,5,none,management_self-employed,5191,18,appliances,none,unknown,Risk,3176,male,none
53,830,no_checking,Metro,outstanding_credit,5,1,4_to_7,1,100_to_500,yes,free,4,none,management_self-employed,5656,18,business,guarantor,savings_insurance,No Risk,3303,male,yes
30,870,no_checking,Metro,outstanding_credit,2,1,1_to_4,1,500_to_1000,yes,free,3,none,skilled,1620,18,car_used,none,car_other,Risk,3433,male,none
42,704,no_checking,Metro,outstanding_credit,4,2,4_to_7,2,unknown,yes,own,3,stores,unskilled,4224,18,radio_tv,none,car_other,No Risk,4065,male,yes
41,846,no_checking,Metro,prior_payments_delayed,3,2,4_to_7,2,500_to_1000,yes,free,4,none,management_self-employed,6246,18,furniture,none,savings_insurance,No Risk,7167,male,yes
43,867,no_checking,Non-Metro,prior_payments_delayed,3,2,greater_7,2,100_to_500,yes,free,4,stores,unskilled,5172,18,radio_tv,none,car_other,Risk,4782,female,yes
28,844,no_checking,Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,own,3,stores,unskilled,2036,18,retraining,none,real_estate,No Risk,5771,male,yes
27,732,no_checking,Non-Metro,all_credits_paid_back,3,1,1_to_4,1,less_100,yes,free,2,none,skilled,1593,19,car_new,none,real_estate,Risk,4710,female,none
25,853,no_checking,Metro,all_credits_paid_back,3,1,unemployed,1,less_100,yes,own,3,none,management_self-employed,3418,19,furniture,none,savings_insurance,No Risk,7127,male,none
42,846,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,2,100_to_500,yes,own,4,stores,unskilled,1867,19,business,none,car_other,No Risk,4014,male,none
37,847,no_checking,Metro,credits_paid_to_date,2,1,less_1,1,100_to_500,yes,own,2,none,skilled,963,19,car_new,none,car_other,No Risk,6200,male,yes
40,811,no_checking,Metro,credits_paid_to_date,2,1,1_to_4,1,greater_1000,yes,own,2,none,skilled,965,19,car_new,none,real_estate,No Risk,7859,female,none
33,817,no_checking,Metro,credits_paid_to_date,3,1,1_to_4,1,500_to_1000,yes,own,2,bank,unskilled,1005,19,car_new,none,real_estate,No Risk,6986,female,yes
