CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,Salary,City,CIBIL
less_0,6,all_credits_paid_back,car_used,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,4597,Non-Metro,729
no_checking,25,prior_payments_delayed,other,4874,greater_1000,greater_7,4,male,none,4,car_other,42,bank,rent,1,unskilled,1,none,yes,No Risk,5500,Metro,828
no_checking,34,prior_payments_delayed,appliances,6716,500_to_1000,greater_7,4,male,none,4,car_other,54,none,own,2,skilled,1,yes,yes,Risk,4900,Metro,880
no_checking,24,outstanding_credit,car_used,7468,500_to_1000,greater_7,5,male,co-applicant,5,unknown,58,none,free,2,management_self-employed,2,yes,yes,Risk,3147,Metro,701
no_checking,24,outstanding_credit,radio_tv,3889,500_to_1000,4_to_7,3,male,none,3,unknown,40,none,own,1,skilled,1,yes,yes,No Risk,4527,Metro,836
less_0,25,credits_paid_to_date,radio_tv,4327,less_100,4_to_7,3,male,none,2,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,7899,Metro,701
no_checking,26,prior_payments_delayed,radio_tv,4538,greater_1000,1_to_4,4,male,none,4,savings_insurance,32,none,free,2,management_self-employed,2,yes,yes,No Risk,6391,Metro,808
0_to_200,14,credits_paid_to_date,car_new,1291,greater_1000,4_to_7,3,male,none,4,car_other,36,none,rent,2,skilled,1,yes,yes,No Risk,7110,Non-Metro,891
greater_200,36,outstanding_credit,repairs,2179,500_to_1000,4_to_7,3,male,none,4,unknown,43,none,own,2,skilled,1,yes,yes,Risk,4295,Metro,726
less_0,14,all_credits_paid_back,furniture,251,less_100,less_1,1,female,none,2,real_estate,32,none,rent,1,skilled,1,none,yes,No Risk,6230,Non-Metro,841
less_0,30,outstanding_credit,radio_tv,3487,100_to_500,4_to_7,3,male,co-applicant,2,savings_insurance,28,stores,own,2,skilled,1,none,yes,No Risk,4397,Metro,882
no_checking,24,outstanding_credit,radio_tv,4580,500_to_1000,4_to_7,4,male,none,3,savings_insurance,52,none,own,2,skilled,1,yes,yes,Risk,7425,Metro,828
greater_200,15,prior_payments_delayed,furniture,5090,100_to_500,greater_7,3,male,co-applicant,4,unknown,36,none,free,1,skilled,1,yes,yes,No Risk,7255,Metro,713
no_checking,36,outstanding_credit,radio_tv,5460,greater_1000,greater_7,4,female,none,4,car_other,46,none,free,2,skilled,2,yes,yes,Risk,3173,Non-Metro,726
less_0,4,no_credits,car_new,250,less_100,less_1,1,female,none,2,real_estate,32,none,rent,1,management_self-employed,1,none,yes,No Risk,5167,Metro,802
no_checking,26,outstanding_credit,appliances,5263,unknown,greater_7,5,male,guarantor,5,unknown,72,none,own,2,skilled,1,yes,yes,Risk,3370,Metro,804
less_0,11,prior_payments_delayed,car_used,250,less_100,4_to_7,1,male,none,2,real_estate,39,stores,own,1,skilled,1,yes,yes,No Risk,3446,Metro,806
less_0,13,all_credits_paid_back,furniture,558,less_100,1_to_4,2,female,none,1,real_estate,29,stores,own,1,skilled,1,none,yes,No Risk,5262,Metro,708
0_to_200,9,all_credits_paid_back,car_used,2003,less_100,1_to_4,3,female,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk,7955,Metro,875
0_to_200,22,prior_payments_delayed,appliances,5451,less_100,1_to_4,4,male,none,3,savings_insurance,27,none,own,2,management_self-employed,1,none,yes,No Risk,7912,Metro,854
no_checking,13,prior_payments_delayed,repairs,1410,100_to_500,1_to_4,3,female,none,4,car_other,46,none,free,2,skilled,1,yes,yes,Risk,3068,Metro,879
0_to_200,14,prior_payments_delayed,car_new,2337,less_100,1_to_4,2,male,none,3,car_other,41,none,own,1,skilled,2,yes,yes,No Risk,5321,Non-Metro,708
no_checking,21,credits_paid_to_date,retraining,5211,100_to_500,1_to_4,4,male,none,3,savings_insurance,22,none,free,2,management_self-employed,1,none,yes,No Risk,6799,Metro,821
no_checking,24,prior_payments_delayed,radio_tv,6370,greater_1000,4_to_7,3,male,none,3,car_other,49,none,own,2,skilled,2,yes,yes,Risk,3237,Non-Metro,738
no_checking,42,outstanding_credit,education,4306,unknown,greater_7,5,male,co-applicant,3,unknown,39,bank,own,2,unemployed,2,yes,yes,Risk,4002,Non-Metro,748
less_0,9,all_credits_paid_back,car_new,1631,100_to_500,less_1,1,female,co-applicant,2,real_estate,35,stores,own,2,skilled,1,none,yes,No Risk,4448,Metro,722
no_checking,10,credits_paid_to_date,car_used,3758,less_100,1_to_4,2,male,co-applicant,2,car_other,57,none,free,1,skilled,1,yes,yes,No Risk,7723,Metro,707
less_0,18,prior_payments_delayed,radio_tv,1607,less_100,less_1,3,male,none,1,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk,5231,Metro,888
no_checking,22,credits_paid_to_date,car_new,6882,100_to_500,greater_7,4,male,none,3,car_other,50,none,free,2,management_self-employed,1,none,yes,Risk,3279,Non-Metro,705
less_0,20,prior_payments_delayed,education,3768,greater_1000,greater_7,4,male,none,3,savings_insurance,37,bank,own,3,unskilled,2,yes,yes,No Risk,5209,Non-Metro,820
0_to_200,22,credits_paid_to_date,furniture,250,less_100,1_to_4,2,female,none,2,real_estate,30,stores,rent,1,skilled,1,none,yes,No Risk,7670,Non-Metro,718
greater_200,31,prior_payments_delayed,radio_tv,5027,100_to_500,1_to_4,3,male,none,4,savings_insurance,41,none,own,1,skilled,1,yes,yes,No Risk,4946,Metro,717
0_to_200,19,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,real_estate,29,none,rent,1,skilled,1,none,yes,No Risk,5915,Metro,828
0_to_200,26,credits_paid_to_date,retraining,4243,less_100,1_to_4,4,male,none,2,car_other,28,none,rent,1,skilled,2,none,yes,No Risk,6061,Metro,720
0_to_200,16,credits_paid_to_date,furniture,250,less_100,less_1,2,male,none,1,savings_insurance,25,none,own,1,skilled,1,yes,yes,No Risk,3370,Metro,708
less_0,14,prior_payments_delayed,car_used,3549,less_100,4_to_7,2,male,none,3,unknown,46,bank,own,1,unemployed,2,yes,yes,No Risk,6499,Metro,866
no_checking,25,outstanding_credit,appliances,2772,500_to_1000,4_to_7,4,male,none,3,car_other,42,none,own,1,skilled,1,none,yes,No Risk,7761,Metro,749
greater_200,29,outstanding_credit,appliances,5407,unknown,greater_7,3,male,none,3,unknown,53,none,own,2,skilled,2,yes,yes,Risk,3690,Non-Metro,713
less_0,15,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,2,savings_insurance,21,stores,rent,1,skilled,1,none,yes,No Risk,6715,Metro,814
less_0,16,credits_paid_to_date,car_new,705,500_to_1000,less_1,1,male,none,3,real_estate,24,stores,rent,1,skilled,1,none,yes,No Risk,4702,Metro,819
0_to_200,27,prior_payments_delayed,appliances,3938,greater_1000,4_to_7,4,male,none,4,car_other,42,none,free,3,skilled,2,yes,yes,No Risk,5093,Non-Metro,726
less_0,12,prior_payments_delayed,car_used,1567,less_100,4_to_7,3,female,none,3,car_other,36,stores,own,1,unskilled,1,yes,yes,No Risk,5504,Non-Metro,804
no_checking,25,prior_payments_delayed,furniture,3856,greater_1000,4_to_7,2,male,none,3,car_other,43,none,own,2,skilled,2,yes,yes,Risk,4842,Non-Metro,713
0_to_200,17,no_credits,car_new,7947,less_100,unemployed,2,female,none,3,savings_insurance,24,none,own,2,skilled,1,none,yes,No Risk,7932,Non-Metro,879
no_checking,41,outstanding_credit,radio_tv,4769,unknown,greater_7,5,male,co-applicant,3,unknown,42,none,own,3,skilled,2,yes,yes,Risk,3716,Non-Metro,803
0_to_200,22,all_credits_paid_back,furniture,2548,less_100,less_1,3,female,none,3,savings_insurance,27,none,own,1,skilled,1,yes,yes,No Risk,6959,Non-Metro,871
0_to_200,5,credits_paid_to_date,car_new,2690,less_100,less_1,3,male,none,3,savings_insurance,25,none,own,1,management_self-employed,1,none,yes,No Risk,4102,Metro,707
no_checking,27,prior_payments_delayed,appliances,4478,100_to_500,1_to_4,3,female,none,3,car_other,50,none,own,1,skilled,1,yes,yes,No Risk,4046,Metro,852
less_0,32,credits_paid_to_date,radio_tv,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,21,stores,rent,1,skilled,1,none,yes,No Risk,7105,Metro,895
no_checking,30,outstanding_credit,appliances,5928,500_to_1000,4_to_7,4,male,none,5,car_other,48,none,own,3,skilled,2,yes,yes,Risk,3497,Non-Metro,710
no_checking,36,prior_payments_delayed,vacation,4467,unknown,4_to_7,4,male,none,3,car_other,55,none,own,2,skilled,2,yes,yes,Risk,4902,Non-Metro,708
no_checking,25,outstanding_credit,furniture,8948,unknown,greater_7,4,male,co-applicant,3,unknown,57,stores,free,3,unskilled,2,yes,yes,Risk,7516,Non-Metro,896
0_to_200,18,prior_payments_delayed,furniture,3069,500_to_1000,1_to_4,3,male,none,3,savings_insurance,29,bank,own,1,unskilled,1,yes,yes,No Risk,6262,Non-Metro,723
no_checking,40,outstanding_credit,other,9257,greater_1000,greater_7,6,male,co-applicant,5,unknown,64,none,own,3,skilled,2,yes,yes,Risk,4449,Non-Metro,899
less_0,18,credits_paid_to_date,furniture,250,less_100,less_1,1,female,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk,6264,Metro,700
greater_200,20,credits_paid_to_date,vacation,6049,greater_1000,greater_7,4,male,none,3,car_other,51,none,own,2,skilled,1,none,yes,No Risk,4813,Metro,801
0_to_200,31,credits_paid_to_date,business,579,100_to_500,greater_7,3,male,none,2,savings_insurance,28,stores,own,1,skilled,1,none,yes,No Risk,7676,Non-Metro,733
0_to_200,33,prior_payments_delayed,radio_tv,2576,100_to_500,4_to_7,4,female,co-applicant,2,car_other,41,stores,own,2,unskilled,1,yes,no,No Risk,4429,Metro,737
less_0,13,all_credits_paid_back,furniture,250,less_100,unemployed,2,female,co-applicant,3,real_estate,19,stores,own,1,unskilled,1,none,yes,No Risk,3669,Metro,745
less_0,23,credits_paid_to_date,car_new,1458,less_100,less_1,2,male,none,3,savings_insurance,29,stores,own,1,unskilled,1,yes,yes,No Risk,7091,Non-Metro,843
0_to_200,20,prior_payments_delayed,furniture,1047,100_to_500,1_to_4,3,female,none,3,savings_insurance,47,none,own,1,skilled,2,yes,yes,No Risk,7191,Non-Metro,837
less_0,17,prior_payments_delayed,radio_tv,1001,greater_1000,1_to_4,2,female,none,1,real_estate,41,stores,own,1,skilled,1,none,yes,No Risk,3639,Non-Metro,839
greater_200,7,credits_paid_to_date,furniture,1777,less_100,4_to_7,3,male,none,4,savings_insurance,25,none,own,1,management_self-employed,1,none,yes,No Risk,7781,Metro,886
no_checking,38,prior_payments_delayed,vacation,5931,500_to_1000,greater_7,5,male,none,4,car_other,43,none,free,2,skilled,1,yes,yes,Risk,4590,Non-Metro,717
no_checking,22,credits_paid_to_date,radio_tv,1744,100_to_500,1_to_4,3,male,none,4,car_other,38,none,rent,1,skilled,1,none,yes,No Risk,7933,Metro,828
no_checking,38,credits_paid_to_date,appliances,5921,100_to_500,4_to_7,3,male,none,2,savings_insurance,42,stores,rent,1,unskilled,1,yes,yes,No Risk,5433,Non-Metro,702
no_checking,31,outstanding_credit,other,4197,unknown,greater_7,5,male,guarantor,5,savings_insurance,46,none,free,1,skilled,1,yes,yes,Risk,3415,Metro,711
no_checking,40,prior_payments_delayed,repairs,6914,unknown,greater_7,5,male,co-applicant,3,car_other,45,bank,own,2,unskilled,2,none,yes,Risk,3561,Non-Metro,710
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,3,real_estate,29,bank,rent,1,unskilled,1,yes,yes,No Risk,6091,Non-Metro,892
no_checking,37,prior_payments_delayed,repairs,6949,unknown,4_to_7,3,male,co-applicant,3,savings_insurance,52,none,own,2,skilled,2,yes,yes,Risk,3160,Non-Metro,715
no_checking,17,all_credits_paid_back,car_new,3894,less_100,1_to_4,2,male,none,3,car_other,54,stores,rent,2,unskilled,1,yes,no,No Risk,4042,Metro,735
no_checking,37,prior_payments_delayed,vacation,7376,500_to_1000,greater_7,4,male,guarantor,3,unknown,69,none,free,2,skilled,1,yes,yes,Risk,4382,Metro,704
no_checking,30,outstanding_credit,radio_tv,8289,500_to_1000,4_to_7,3,male,guarantor,3,car_other,52,none,free,2,skilled,1,yes,yes,Risk,6407,Metro,734
less_0,26,credits_paid_to_date,furniture,2716,less_100,less_1,3,female,none,1,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk,5919,Metro,744
0_to_200,8,no_credits,furniture,1700,less_100,unemployed,2,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,7529,Non-Metro,867
no_checking,37,prior_payments_delayed,appliances,4985,unknown,1_to_4,4,male,none,3,car_other,48,none,own,2,skilled,2,yes,yes,Risk,5858,Metro,721
no_checking,35,outstanding_credit,retraining,3430,greater_1000,1_to_4,3,male,none,3,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk,3390,Non-Metro,857
0_to_200,17,credits_paid_to_date,appliances,2832,500_to_1000,4_to_7,3,male,none,2,real_estate,28,none,own,1,skilled,2,none,yes,No Risk,7037,Non-Metro,867
less_0,20,credits_paid_to_date,car_new,4228,less_100,4_to_7,2,male,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk,4154,Non-Metro,711
less_0,13,prior_payments_delayed,car_new,968,500_to_1000,4_to_7,3,male,co-applicant,3,car_other,41,none,own,2,skilled,1,yes,yes,No Risk,5555,Metro,862
0_to_200,28,outstanding_credit,car_used,1691,unknown,1_to_4,3,male,none,3,unknown,32,none,own,2,skilled,1,yes,yes,No Risk,5939,Metro,871
no_checking,43,credits_paid_to_date,appliances,5402,100_to_500,1_to_4,4,male,co-applicant,5,savings_insurance,45,none,own,2,skilled,1,yes,yes,Risk,3413,Metro,738
less_0,4,no_credits,education,1087,less_100,unemployed,1,male,none,1,savings_insurance,32,none,rent,1,skilled,1,none,yes,No Risk,5845,Metro,813
no_checking,33,prior_payments_delayed,appliances,5075,500_to_1000,less_1,4,male,none,4,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,No Risk,6003,Metro,845
0_to_200,6,no_credits,car_new,1035,less_100,unemployed,1,male,none,2,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk,6203,Metro,857
no_checking,34,prior_payments_delayed,other,7620,greater_1000,greater_7,4,male,none,4,unknown,49,none,own,2,skilled,2,none,yes,Risk,4447,Non-Metro,737
no_checking,11,credits_paid_to_date,car_used,542,less_100,1_to_4,2,female,none,1,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,3446,Metro,860
0_to_200,16,no_credits,car_new,2242,less_100,less_1,1,female,co-applicant,1,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk,6543,Metro,828
less_0,4,no_credits,car_new,250,less_100,unemployed,1,male,none,1,real_estate,25,stores,rent,1,skilled,1,none,yes,No Risk,5067,Metro,726
less_0,17,credits_paid_to_date,car_used,483,less_100,less_1,1,female,co-applicant,2,savings_insurance,36,bank,own,1,unskilled,1,none,yes,No Risk,5245,Metro,810
no_checking,17,credits_paid_to_date,radio_tv,2151,100_to_500,4_to_7,4,female,none,2,savings_insurance,51,none,own,2,skilled,1,none,yes,No Risk,5605,Metro,719
no_checking,28,credits_paid_to_date,radio_tv,4366,100_to_500,1_to_4,3,male,none,2,real_estate,40,none,own,1,skilled,1,none,yes,No Risk,6359,Non-Metro,718
0_to_200,12,credits_paid_to_date,car_new,250,500_to_1000,less_1,2,female,none,2,real_estate,36,none,own,1,skilled,1,none,yes,No Risk,4541,Non-Metro,709
no_checking,30,prior_payments_delayed,radio_tv,5234,500_to_1000,greater_7,5,male,none,3,unknown,50,none,free,2,skilled,1,yes,yes,Risk,3747,Non-Metro,869
no_checking,24,prior_payments_delayed,radio_tv,1715,100_to_500,greater_7,3,female,none,4,car_other,50,none,own,1,skilled,1,none,yes,No Risk,3107,Metro,840
no_checking,28,outstanding_credit,radio_tv,5672,greater_1000,4_to_7,4,male,guarantor,5,car_other,58,stores,own,2,unskilled,1,yes,yes,Risk,3734,Non-Metro,705
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,6822,Metro,742
no_checking,26,prior_payments_delayed,appliances,7033,100_to_500,1_to_4,4,male,none,5,savings_insurance,36,none,own,2,management_self-employed,2,yes,yes,No Risk,3967,Metro,730
no_checking,26,prior_payments_delayed,appliances,2133,unknown,greater_7,3,male,none,4,car_other,34,bank,own,1,unskilled,1,yes,yes,No Risk,4101,Metro,845
no_checking,29,prior_payments_delayed,education,7106,unknown,4_to_7,4,male,none,3,savings_insurance,38,none,own,2,skilled,1,yes,yes,No Risk,7079,Non-Metro,710
less_0,30,credits_paid_to_date,car_used,741,100_to_500,1_to_4,3,female,none,3,savings_insurance,19,stores,own,1,unskilled,1,none,yes,No Risk,5129,Non-Metro,862
less_0,16,credits_paid_to_date,furniture,1245,less_100,4_to_7,3,female,co-applicant,3,savings_insurance,33,bank,rent,1,unemployed,1,none,yes,No Risk,4006,Non-Metro,841
no_checking,30,outstanding_credit,furniture,10463,100_to_500,greater_7,5,male,co-applicant,5,unknown,48,none,own,2,skilled,1,none,yes,Risk,4413,Non-Metro,734
greater_200,35,outstanding_credit,radio_tv,5281,unknown,4_to_7,3,male,none,3,car_other,46,stores,own,2,skilled,1,yes,yes,Risk,3083,Non-Metro,860
0_to_200,14,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,1,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk,7759,Non-Metro,862
0_to_200,30,outstanding_credit,radio_tv,8221,greater_1000,4_to_7,4,male,none,3,unknown,42,none,own,3,skilled,2,yes,yes,No Risk,5367,Non-Metro,714
no_checking,18,credits_paid_to_date,furniture,3523,100_to_500,1_to_4,3,male,none,4,car_other,40,none,free,1,skilled,1,yes,yes,No Risk,5602,Metro,746
no_checking,33,prior_payments_delayed,appliances,4619,unknown,greater_7,3,male,none,4,car_other,43,bank,own,2,unemployed,1,yes,yes,Risk,3583,Non-Metro,733
less_0,18,credits_paid_to_date,car_new,347,500_to_1000,1_to_4,2,male,none,3,savings_insurance,32,stores,own,1,skilled,1,yes,yes,No Risk,3057,Non-Metro,841
0_to_200,22,outstanding_credit,radio_tv,2768,greater_1000,4_to_7,2,male,none,3,car_other,50,none,own,2,skilled,2,yes,yes,No Risk,6282,Metro,895
no_checking,21,credits_paid_to_date,car_new,5362,greater_1000,4_to_7,3,female,none,4,savings_insurance,54,none,own,2,skilled,1,yes,no,Risk,3040,Metro,700
0_to_200,17,credits_paid_to_date,retraining,3537,less_100,4_to_7,4,male,none,2,car_other,33,none,free,2,skilled,1,none,yes,No Risk,5228,Non-Metro,813
no_checking,9,prior_payments_delayed,car_new,2177,100_to_500,1_to_4,3,male,none,4,real_estate,25,none,own,1,management_self-employed,1,yes,yes,No Risk,5050,Metro,747
no_checking,28,prior_payments_delayed,appliances,5571,greater_1000,4_to_7,4,male,none,5,car_other,43,stores,own,2,unskilled,2,yes,yes,Risk,3369,Metro,744
no_checking,23,prior_payments_delayed,car_used,5165,100_to_500,1_to_4,3,male,co-applicant,3,car_other,41,none,own,1,skilled,1,yes,no,No Risk,5854,Non-Metro,810
no_checking,53,outstanding_credit,vacation,7407,unknown,greater_7,5,male,co-applicant,4,car_other,53,none,free,2,skilled,2,yes,yes,Risk,5800,Non-Metro,745
no_checking,14,outstanding_credit,retraining,5381,100_to_500,4_to_7,3,male,none,3,car_other,29,none,own,1,management_self-employed,1,yes,yes,No Risk,5648,Metro,833
no_checking,32,prior_payments_delayed,car_used,6010,500_to_1000,4_to_7,3,male,none,3,car_other,39,none,free,2,skilled,1,yes,yes,Risk,5489,Metro,730
no_checking,26,outstanding_credit,radio_tv,2393,500_to_1000,4_to_7,4,male,none,3,savings_insurance,33,stores,own,1,unskilled,1,none,yes,No Risk,4380,Non-Metro,866
0_to_200,19,credits_paid_to_date,radio_tv,2826,500_to_1000,4_to_7,3,female,none,2,car_other,39,stores,own,1,skilled,1,none,no,No Risk,6752,Metro,813
less_0,26,outstanding_credit,car_used,679,100_to_500,1_to_4,3,male,none,3,real_estate,32,none,own,1,skilled,1,yes,yes,No Risk,7104,Non-Metro,749
0_to_200,20,prior_payments_delayed,furniture,4437,greater_1000,less_1,2,female,none,3,car_other,44,none,own,2,skilled,1,none,yes,No Risk,3595,Metro,886
less_0,29,outstanding_credit,appliances,2254,greater_1000,4_to_7,2,female,none,3,car_other,38,stores,own,1,unskilled,2,yes,yes,No Risk,6141,Non-Metro,878
less_0,10,prior_payments_delayed,car_new,359,less_100,4_to_7,1,male,none,3,car_other,44,stores,own,1,skilled,1,none,yes,No Risk,5244,Metro,830
no_checking,44,outstanding_credit,repairs,5630,greater_1000,greater_7,5,male,co-applicant,4,unknown,42,none,free,2,skilled,1,yes,yes,Risk,6409,Non-Metro,826
no_checking,27,prior_payments_delayed,business,5524,unknown,4_to_7,4,male,none,4,car_other,42,stores,own,2,unskilled,1,none,yes,No Risk,5825,Non-Metro,707
no_checking,23,outstanding_credit,car_used,1924,500_to_1000,greater_7,4,male,none,3,savings_insurance,46,none,own,1,management_self-employed,1,yes,yes,Risk,4567,Metro,888
no_checking,26,outstanding_credit,furniture,6722,500_to_1000,1_to_4,4,male,none,3,car_other,39,none,own,1,management_self-employed,2,yes,yes,No Risk,6838,Non-Metro,848
0_to_200,26,outstanding_credit,radio_tv,3857,greater_1000,greater_7,3,male,none,3,unknown,49,stores,own,2,skilled,1,yes,yes,Risk,3283,Non-Metro,820
less_0,13,all_credits_paid_back,vacation,1759,100_to_500,1_to_4,1,male,none,2,savings_insurance,24,none,rent,1,skilled,1,yes,yes,No Risk,4180,Metro,869
less_0,7,all_credits_paid_back,appliances,250,less_100,1_to_4,2,male,none,2,real_estate,38,none,rent,1,skilled,1,none,yes,No Risk,5160,Metro,826
less_0,11,prior_payments_delayed,car_new,956,500_to_1000,1_to_4,3,male,none,2,car_other,33,none,own,2,skilled,2,yes,yes,No Risk,3985,Metro,852
0_to_200,6,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,female,none,1,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk,7552,Metro,729
no_checking,31,outstanding_credit,radio_tv,6710,500_to_1000,greater_7,5,male,co-applicant,5,car_other,46,none,free,2,management_self-employed,1,yes,yes,Risk,5582,Non-Metro,705
no_checking,35,prior_payments_delayed,furniture,2805,greater_1000,4_to_7,4,male,none,3,car_other,29,none,own,1,skilled,1,yes,yes,No Risk,6008,Non-Metro,744
0_to_200,30,credits_paid_to_date,education,3227,less_100,4_to_7,2,male,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,5532,Metro,724
no_checking,31,prior_payments_delayed,car_used,6024,100_to_500,less_1,4,female,none,3,unknown,43,none,own,1,skilled,2,yes,yes,No Risk,7201,Metro,741
no_checking,30,prior_payments_delayed,car_used,4134,500_to_1000,greater_7,4,male,none,3,unknown,53,none,own,2,skilled,1,yes,yes,Risk,3861,Non-Metro,828
less_0,15,credits_paid_to_date,radio_tv,250,less_100,1_to_4,1,male,none,2,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,3136,Non-Metro,893
no_checking,30,prior_payments_delayed,furniture,7262,100_to_500,4_to_7,5,male,guarantor,4,savings_insurance,49,none,own,1,skilled,1,yes,yes,Risk,4628,Metro,889
less_0,16,prior_payments_delayed,radio_tv,3862,less_100,less_1,2,male,none,3,car_other,27,stores,own,1,skilled,1,yes,yes,No Risk,5792,Metro,821
0_to_200,22,credits_paid_to_date,radio_tv,2322,100_to_500,4_to_7,3,male,none,2,car_other,39,none,own,1,skilled,2,none,yes,No Risk,6251,Metro,837
no_checking,28,prior_payments_delayed,car_used,5164,100_to_500,1_to_4,3,male,none,3,unknown,53,none,own,2,skilled,1,yes,yes,Risk,3271,Non-Metro,748
0_to_200,23,outstanding_credit,car_used,6277,100_to_500,greater_7,4,male,none,4,unknown,42,none,own,2,skilled,2,yes,yes,No Risk,6839,Non-Metro,806
less_0,4,credits_paid_to_date,education,3035,less_100,less_1,2,female,none,2,car_other,22,none,own,1,skilled,1,none,yes,No Risk,6524,Metro,739
less_0,14,all_credits_paid_back,retraining,2747,less_100,4_to_7,3,female,none,1,savings_insurance,40,none,free,1,skilled,1,none,yes,No Risk,6990,Metro,823
less_0,6,prior_payments_delayed,appliances,250,100_to_500,1_to_4,2,male,none,2,savings_insurance,20,none,rent,1,skilled,1,none,yes,No Risk,5667,Metro,714
no_checking,42,prior_payments_delayed,appliances,5251,500_to_1000,4_to_7,4,male,none,4,unknown,50,none,free,2,skilled,1,yes,yes,Risk,6679,Non-Metro,720
greater_200,16,credits_paid_to_date,car_new,3959,less_100,1_to_4,3,male,none,4,car_other,20,none,rent,1,skilled,2,none,yes,No Risk,5967,Non-Metro,727
less_0,27,outstanding_credit,furniture,5148,500_to_1000,1_to_4,2,male,none,3,car_other,38,stores,own,2,skilled,2,yes,yes,No Risk,3488,Non-Metro,855
less_0,24,credits_paid_to_date,car_new,1632,less_100,1_to_4,2,male,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,3592,Non-Metro,886
less_0,19,all_credits_paid_back,car_new,1620,100_to_500,less_1,2,female,none,3,real_estate,25,bank,rent,2,unemployed,1,none,yes,No Risk,7470,Non-Metro,744
0_to_200,4,credits_paid_to_date,radio_tv,3029,less_100,4_to_7,3,female,none,3,savings_insurance,30,stores,rent,1,unskilled,1,none,yes,No Risk,6662,Metro,701
less_0,13,credits_paid_to_date,furniture,2139,100_to_500,1_to_4,3,female,none,3,savings_insurance,28,none,rent,1,skilled,1,none,yes,No Risk,3838,Metro,735
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,6352,Metro,746
less_0,13,prior_payments_delayed,repairs,1236,less_100,1_to_4,2,male,none,1,car_other,41,none,own,1,skilled,1,yes,yes,No Risk,5366,Metro,898
0_to_200,4,credits_paid_to_date,car_used,3926,less_100,less_1,3,female,none,3,real_estate,36,none,own,1,management_self-employed,1,none,yes,No Risk,3794,Metro,857
less_0,16,prior_payments_delayed,retraining,2319,less_100,1_to_4,3,female,none,3,car_other,30,none,own,1,skilled,1,yes,yes,No Risk,6587,Metro,728
less_0,8,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,2,car_other,35,stores,rent,1,skilled,1,none,yes,No Risk,4806,Non-Metro,744
no_checking,26,prior_payments_delayed,radio_tv,4687,unknown,1_to_4,3,male,none,3,savings_insurance,48,none,own,3,management_self-employed,2,yes,yes,No Risk,7466,Non-Metro,746
no_checking,26,outstanding_credit,other,3445,500_to_1000,4_to_7,3,male,co-applicant,4,savings_insurance,42,none,free,1,skilled,1,yes,yes,Risk,3736,Metro,881
0_to_200,19,credits_paid_to_date,radio_tv,4727,less_100,1_to_4,3,male,none,4,car_other,43,none,rent,1,management_self-employed,1,none,yes,No Risk,5067,Non-Metro,850
greater_200,19,credits_paid_to_date,radio_tv,5161,less_100,unemployed,3,female,none,3,car_other,43,none,own,1,skilled,1,yes,yes,No Risk,5465,Metro,807
no_checking,40,prior_payments_delayed,furniture,5180,500_to_1000,greater_7,4,male,co-applicant,5,unknown,50,none,free,2,skilled,1,yes,yes,Risk,7334,Non-Metro,816
less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,co-applicant,2,real_estate,28,stores,rent,1,skilled,1,none,yes,No Risk,5615,Non-Metro,849
